IdLugarSalida,Lugar Salida,IdTranspSalidad,Transporte Internacional de Salida,FechaSalida,IdFecSalida,FechaEntrada,IdFecEntrada,IdNacionalidad,Pais,IdDeptoResidencia,Departamento,IdMotivo,Motivo,IdOcupacion,Ocupacion,IdNivelEstudio,Estudio,IdDestino,Destino,IdAlojamiento,Alojamiento,IdLugarIngreso,Lugar Ingreso,IdTranspIngreso,Transporte Internacional de Ingreso,IdTranspLocal,Trasporte Local,Estadia,Gente,GastoTotal,GastoAlojamiento,GastoAlimentacion,GastoTransporteInternac,GatoTransporteLocal,GastoCultural,GastoTours,GastoCompras,GastoResto,Coef,CoefTot
10,Salto,2,Terrestre Auto,2019-05-10,14374,2019-05-15,14379,1,Uruguay,12,Rio Negro,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,5,4,2906.84,186.0,455.23,0.0,741.78,278.22,0.0,428.54,817.07,191.63,766.51
7,Fray Bentos,2,Terrestre Auto,2022-10-25,15638,2022-10-28,15641,1,Uruguay,12,Rio Negro,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,3,2,600.0,180.0,120.0,0.0,71.57,0.0,0.0,150.0,78.43,423.45,846.89
1,Colonia,5,Maritimo - Fluvial,2023-07-27,15913,2023-08-01,15918,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,2,Auto alquilado,5,1,287.03,154.8,45.87,183.46,74.53,0.0,0.0,0.0,11.84,283.48,283.48
8,Paysandú,2,Terrestre Auto,2019-12-14,14592,2019-12-16,14594,1,Uruguay,61,Paysandu,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,2,2,266.06,0.0,85.14,0.0,53.21,0.0,0.0,127.71,0.0,350.87,701.74
3,Aeropuerto de Carrasco,1,Aereo,2024-03-19,16149,2024-03-27,16157,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,32,Resto Sud America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,8,4,4721.43,1849.86,548.11,3965.0,137.03,590.95,0.0,1595.48,0.0,276.48,1105.91
17,Melo - Aceguá,2,Terrestre Auto,2019-02-20,14295,2019-02-23,14298,1,Uruguay,52,Cerro Largo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",7.0,Otros,20,Brasil,1,Hotel,17,Melo - Aceguá,2,Terrestre Auto,1,Auto propio,3,3,500.0,192.1,100.15,569.31,0.0,0.0,0.0,191.49,16.26,171.97,515.91
3,Aeropuerto de Carrasco,1,Aereo,2017-07-20,13715,2017-07-28,13723,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,8,2,2500.0,600.0,1120.51,0.0,535.9,0.0,0.0,0.0,243.59,106.2,212.39
13,Rivera,2,Terrestre Auto,2022-03-30,15429,2022-04-11,15441,1,Uruguay,60,Salto,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,20,Brasil,5,Vivienda Arrendada,13,Rivera,2,Terrestre Auto,1,Auto propio,12,4,1579.63,388.83,437.43,0.0,194.42,121.51,0.0,243.02,194.42,126.12,504.46
7,Fray Bentos,3,Terrestre Bus,2020-01-18,14627,2020-01-23,14632,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,5,Otra situacion Inactividad,3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,4,Auto familiares / amigos,5,1,681.6,0.0,123.29,0.0,172.5,70.47,0.0,116.39,198.96,193.45,193.45
7,Fray Bentos,3,Terrestre Bus,2017-07-21,13716,2017-07-25,13720,1,Uruguay,40,Durazno,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,0,Sin Datos,4,1,174.52,0.0,97.9,0.0,46.82,0.0,0.0,0.0,29.8,79.92,79.92
3,Aeropuerto de Carrasco,1,Aereo,2017-07-13,13708,2017-07-28,13723,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,33,Centro y Norte America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,15,2,1500.0,0.0,233.16,0.0,0.0,259.07,0.0,1007.77,0.0,106.2,212.39
13,Rivera,2,Terrestre Auto,2022-07-10,15531,2022-07-22,15543,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",7.0,Otros,20,Brasil,5,Vivienda Arrendada,13,Rivera,2,Terrestre Auto,1,Auto propio,12,2,1500.0,500.0,364.86,0.0,95.71,250.0,0.0,200.0,89.44,60.84,121.69
3,Aeropuerto de Carrasco,1,Aereo,2017-05-21,13655,2017-05-28,13662,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",5.0,Terciaria incompleta,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,7,2,796.0,540.0,182.0,660.0,0.0,0.0,60.0,0.0,14.0,131.68,263.35
3,Aeropuerto de Carrasco,1,Aereo,2017-08-22,13748,2017-08-29,13755,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,40,Europa,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,7,1,1417.45,602.95,528.9,1300.0,285.61,0.0,0.0,0.0,0.0,125.41,125.41
8,Paysandú,2,Terrestre Auto,2025-02-25,16492,2025-03-01,16496,1,Uruguay,61,Paysandu,2,Visita familiares / amigos,24,Trabajador Independiente,,,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,4,2,350.0,0.0,110.42,0.0,112.06,0.0,0.0,127.52,0.0,448.08,896.16
18,Río Branco,2,Terrestre Auto,2018-10-19,14171,2018-10-26,14178,1,Uruguay,54,Treinta y Tres,1,"Ocio, Recreo, Vacaciones",12,"Director, gerente",5.0,Terciaria incompleta,20,Brasil,5,Vivienda Arrendada,18,Río Branco,2,Terrestre Auto,1,Auto propio,7,4,2738.18,1000.0,800.0,0.0,280.0,200.0,0.0,384.55,73.63,202.44,809.77
3,Aeropuerto de Carrasco,1,Aereo,2019-09-14,14501,2019-09-20,14507,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,31,Chile,5,Vivienda Arrendada,3,Aeropuerto de Carrasco,1,Aereo,2,Auto alquilado,6,1,272.55,127.19,72.99,0.0,0.0,0.0,0.0,72.37,0.0,258.63,258.63
2,Puerto de montevideo,5,Maritimo - Fluvial,2020-01-03,14612,2020-01-08,14617,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,10,Argentina,5,Vivienda Arrendada,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,5,1,248.29,125.0,123.29,0.0,0.0,0.0,0.0,0.0,0.0,160.03,160.03
8,Paysandú,2,Terrestre Auto,2022-12-03,15677,2022-12-04,15678,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,1,2,1000.0,114.79,106.86,0.0,130.81,0.0,0.0,505.34,142.2,502.85,1005.7
10,Salto,2,Terrestre Auto,2017-07-30,13725,2017-08-09,13735,1,Uruguay,60,Salto,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,0,Sin Datos,10,2,1000.0,0.0,359.48,0.0,196.08,0.0,0.0,183.01,261.44,112.18,224.36
2,Puerto de montevideo,5,Maritimo - Fluvial,2025-08-15,16663,2025-08-19,16667,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",26,Profesional independiente,,,10,Argentina,30,Vivienda arrendada X plataforma,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,4,4,600.0,216.32,192.03,479.7,191.66,0.0,0.0,0.0,0.0,358.31,1433.23
3,Aeropuerto de Carrasco,1,Aereo,2025-05-19,16575,2025-06-17,16604,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",,,40,Europa,30,Vivienda arrendada X plataforma,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,29,2,5181.61,2000.0,1498.9,0.0,1682.71,0.0,0.0,0.0,0.0,367.92,735.84
10,Salto,2,Terrestre Auto,2024-07-13,16265,2024-07-22,16274,1,Uruguay,51,Artigas,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,10,Argentina,30,Vivienda arrendada X plataforma,10,Salto,2,Terrestre Auto,1,Auto propio,9,3,1600.0,700.0,160.08,0.0,198.06,46.04,0.0,300.0,195.83,253.88,761.65
7,Fray Bentos,3,Terrestre Bus,2019-03-13,14316,2019-03-18,14321,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,5,2,480.29,0.0,118.01,118.62,179.18,70.58,0.0,112.53,0.0,217.4,434.8
1,Colonia,5,Maritimo - Fluvial,2019-01-05,14249,2019-01-08,14252,1,Uruguay,11,Saqn Jose,2,Visita familiares / amigos,1,"Jubilado, Pensionista",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,3,1,260.75,0.0,62.48,129.28,0.0,0.0,0.0,99.68,98.59,168.95,168.95
8,Paysandú,2,Terrestre Auto,2017-08-03,13729,2017-08-09,13735,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,0,Sin Datos,6,4,1700.0,650.72,357.89,0.0,195.22,192.5,0.0,303.67,0.0,216.64,866.55
10,Salto,2,Terrestre Auto,2018-04-14,13983,2018-04-16,13985,1,Uruguay,60,Salto,2,Visita familiares / amigos,11,"Patron, Com, Ind, Prod Agrop",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,2,4,650.0,0.0,110.92,0.0,52.53,156.93,0.0,329.61,0.0,130.38,521.54
3,Aeropuerto de Carrasco,1,Aereo,2018-07-20,14080,2018-07-25,14085,1,Uruguay,31,Maldonado,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,5,1,180.0,0.0,0.0,320.0,0.0,0.0,0.0,180.0,0.0,189.69,189.69
3,Aeropuerto de Carrasco,1,Aereo,2020-02-15,14655,2020-03-05,14674,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",6.0,Terciaria completa,40,Europa,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,2,Auto alquilado,19,2,6000.0,1019.9,2101.75,0.0,1167.0,0.0,0.0,1711.34,0.0,383.58,767.17
1,Colonia,5,Maritimo - Fluvial,2017-09-08,13765,2017-09-13,13770,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,8,Paysandú,3,Terrestre Bus,0,Sin Datos,5,1,655.0,293.62,173.16,35.0,82.82,0.0,0.0,0.0,105.4,246.3,246.3
13,Rivera,2,Terrestre Auto,2020-01-05,14614,2020-01-10,14619,1,Uruguay,53,Rivera,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,1,Hotel,13,Rivera,2,Terrestre Auto,1,Auto propio,5,4,3200.0,1311.67,667.29,0.0,142.75,0.0,0.0,762.63,315.66,122.9,491.61
1,Colonia,5,Maritimo - Fluvial,2018-12-29,14242,2019-01-02,14246,1,Uruguay,11,Saqn Jose,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,4,4,800.0,0.0,181.77,517.12,269.84,130.91,0.0,217.48,0.0,168.95,675.78
4,Chuy,3,Terrestre Bus,2017-07-18,13713,2017-07-28,13723,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,20,Brasil,1,Hotel,4,Chuy,3,Terrestre Bus,0,Sin Datos,10,2,1996.0,778.93,559.85,4.0,267.76,0.0,0.0,267.76,121.71,69.84,139.69
15,Artigas,2,Terrestre Auto,2017-11-09,13827,2017-11-20,13838,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",14,"Jefe, Capataz, Encargado",5.0,Terciaria incompleta,20,Brasil,5,Vivienda Arrendada,15,Artigas,2,Terrestre Auto,1,Auto propio,11,2,1809.89,500.0,300.0,0.0,228.16,400.0,0.0,300.0,81.72,109.77,219.55
7,Fray Bentos,2,Terrestre Auto,2017-05-20,13654,2017-05-26,13660,1,Uruguay,13,Soriano,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,0,Sin Datos,6,4,1000.0,420.0,300.0,0.0,38.57,57.14,0.0,0.0,184.29,81.96,327.85
4,Chuy,3,Terrestre Bus,2018-02-19,13929,2018-02-23,13933,1,Uruguay,32,Rocha,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,6,Vivienda Familiares / Amigos,4,Chuy,3,Terrestre Bus,4,Auto familiares / amigos,4,1,310.0,0.0,100.0,90.0,0.0,147.86,0.0,50.0,12.14,142.13,142.13
10,Salto,2,Terrestre Auto,2024-04-12,16173,2024-04-26,16187,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",26,Profesional independiente,,,30,Paraguay,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,14,2,1200.0,301.43,210.3,0.0,436.34,74.29,0.0,177.65,0.0,133.71,267.42
16,Bella Unión,2,Terrestre Auto,2022-10-17,15630,2022-10-21,15634,1,Uruguay,51,Artigas,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,20,Brasil,6,Vivienda Familiares / Amigos,16,Bella Unión,2,Terrestre Auto,1,Auto propio,4,2,400.0,0.0,130.59,0.0,35.54,0.0,0.0,201.71,32.16,529.21,1058.41
3,Aeropuerto de Carrasco,1,Aereo,2025-03-16,16511,2025-03-24,16519,1,Uruguay,31,Maldonado,2,Visita familiares / amigos,1,"Jubilado, Pensionista",,,32,Resto Sud America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,2,Auto alquilado,8,2,2646.96,0.0,2036.07,1353.04,610.89,0.0,0.0,0.0,0.0,291.04,582.09
8,Paysandú,2,Terrestre Auto,2024-05-21,16212,2024-05-26,16217,1,Uruguay,40,Durazno,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,5,3,3600.0,752.87,684.74,0.0,718.56,0.0,0.0,632.64,811.19,255.95,767.85
8,Paysandú,3,Terrestre Bus,2019-12-16,14594,2019-12-18,14596,1,Uruguay,20,Canelones,5,Tratamiento Salud,2,Ama de casa,4.0,Secundaria completa,10,Argentina,1,Hotel,8,Paysandú,3,Terrestre Bus,5,Ninguno,2,2,522.91,200.9,122.31,127.09,0.0,0.0,0.0,0.0,199.7,350.87,701.74
1,Colonia,5,Maritimo - Fluvial,2017-11-19,13837,2017-11-24,13842,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,5,1,441.92,148.78,81.57,25.25,35.83,0.0,0.0,64.52,111.21,243.13,243.13
10,Salto,2,Terrestre Auto,2019-03-06,14309,2019-03-11,14314,1,Uruguay,60,Salto,2,Visita familiares / amigos,15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,5,3,1216.34,0.0,350.35,0.0,531.94,0.0,0.0,334.06,0.0,224.06,672.19
15,Artigas,2,Terrestre Auto,2019-12-20,14598,2019-12-23,14601,1,Uruguay,51,Artigas,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,1,Hotel,15,Artigas,2,Terrestre Auto,1,Auto propio,3,2,490.31,300.0,150.0,0.0,20.88,0.0,0.0,0.0,19.43,312.89,625.78
1,Colonia,5,Maritimo - Fluvial,2025-05-02,16558,2025-05-06,16562,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,30,Vivienda arrendada X plataforma,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,4,3,1600.0,369.86,324.7,0.0,320.35,210.11,0.0,374.99,0.0,251.5,754.51
1,Colonia,5,Maritimo - Fluvial,2019-05-09,14373,2019-05-13,14377,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,4,2,1347.67,327.77,182.09,243.1,296.71,0.0,0.0,214.27,326.83,274.09,548.17
7,Fray Bentos,3,Terrestre Bus,2017-03-20,13593,2017-03-27,13600,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,7,Fray Bentos,3,Terrestre Bus,0,Sin Datos,7,2,2032.0,560.0,350.0,18.0,168.0,0.0,0.0,268.0,686.0,99.93,199.86
10,Salto,2,Terrestre Auto,2024-04-12,16173,2024-04-15,16176,1,Uruguay,60,Salto,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,3,2,493.78,0.0,129.94,0.0,72.77,0.0,0.0,163.37,127.7,133.71,267.42
3,Aeropuerto de Carrasco,1,Aereo,2025-04-04,16530,2025-04-10,16536,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,6,3,515.0,0.0,350.0,488.0,0.0,130.0,0.0,0.0,35.0,302.77,908.32
15,Artigas,2,Terrestre Auto,2024-09-13,16327,2024-09-19,16333,1,Uruguay,51,Artigas,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,20,Brasil,1,Hotel,15,Artigas,2,Terrestre Auto,1,Auto propio,6,3,422.7,148.16,105.17,0.0,40.28,0.0,0.0,104.58,24.52,265.46,796.39
16,Bella Unión,2,Terrestre Auto,2017-02-14,13559,2017-02-20,13565,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",14,"Jefe, Capataz, Encargado",7.0,Otros,20,Brasil,1,Hotel,16,Bella Unión,2,Terrestre Auto,0,Sin Datos,6,4,1800.0,528.81,284.75,0.0,183.05,484.75,0.0,318.64,0.0,88.59,354.35
7,Fray Bentos,2,Terrestre Auto,2017-08-06,13732,2017-08-08,13734,1,Uruguay,12,Rio Negro,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,0,Sin Datos,2,2,104.62,0.0,46.03,0.0,25.11,0.0,0.0,0.0,33.48,104.64,209.28
1,Colonia,5,Maritimo - Fluvial,2017-10-23,13810,2017-10-25,13812,1,Uruguay,10,Colonia,2,Visita familiares / amigos,2,Ama de casa,3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,2,1,250.0,0.0,50.0,55.0,0.0,105.08,0.0,0.0,94.92,150.66,150.66
3,Aeropuerto de Carrasco,1,Aereo,2023-02-13,15749,2023-02-25,15761,1,Uruguay,30,Lavalleja,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",7.0,Otros,40,Europa,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,12,4,9788.5,4483.46,1328.43,6656.0,332.11,0.0,187.8,3456.7,0.0,230.8,923.22
3,Aeropuerto de Carrasco,1,Aereo,2024-06-16,16238,2024-06-26,16248,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",,,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,5,Ninguno,10,1,465.32,396.98,0.0,1034.68,0.0,0.0,68.34,0.0,0.0,205.14,205.14
16,Bella Unión,2,Terrestre Auto,2023-05-17,15842,2023-05-24,15849,1,Uruguay,60,Salto,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,20,Brasil,1,Hotel,16,Bella Unión,2,Terrestre Auto,1,Auto propio,7,4,2255.93,706.8,490.81,0.0,146.43,493.59,0.0,418.3,0.0,431.15,1724.59
8,Paysandú,2,Terrestre Auto,2022-09-08,15591,2022-09-12,15595,1,Uruguay,61,Paysandu,10,Compras,11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,4,2,732.71,175.41,163.24,0.0,203.5,0.0,0.0,190.56,0.0,672.2,1344.39
3,Aeropuerto de Carrasco,1,Aereo,2017-02-18,13563,2017-03-09,13582,1,Uruguay,11,Saqn Jose,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,40,Europa,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,19,2,2992.36,0.0,383.58,0.0,284.13,747.72,109.91,1467.02,0.0,116.24,232.48
8,Paysandú,2,Terrestre Auto,2025-09-20,16699,2025-09-24,16703,1,Uruguay,43,Tacuarembo,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,4,1,500.0,0.0,200.0,0.0,60.0,100.0,0.0,66.89,73.11,460.75,460.75
3,Aeropuerto de Carrasco,1,Aereo,2017-02-18,13563,2017-02-25,13570,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",6.0,Terciaria completa,32,Resto Sud America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,7,2,2500.0,346.41,346.41,146.0,102.64,549.85,0.0,0.0,1154.69,125.15,250.3
8,Paysandú,2,Terrestre Auto,2018-02-11,13921,2018-02-15,13925,1,Uruguay,61,Paysandu,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,4,1,161.35,0.0,21.0,0.0,9.5,11.94,0.0,90.76,28.15,281.69,281.69
17,Melo - Aceguá,2,Terrestre Auto,2023-08-16,15933,2023-08-18,15935,1,Uruguay,52,Cerro Largo,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,20,Brasil,1,Hotel,17,Melo - Aceguá,2,Terrestre Auto,1,Auto propio,2,2,700.0,256.0,200.0,0.0,100.0,0.0,0.0,0.0,144.0,387.62,775.24
1,Colonia,5,Maritimo - Fluvial,2023-08-13,15930,2023-09-06,15954,1,Uruguay,20,Canelones,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,5,Vivienda Arrendada,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,24,1,2146.78,654.78,609.38,188.58,682.62,0.0,0.0,200.0,0.0,427.72,427.72
8,Paysandú,2,Terrestre Auto,2022-12-09,15683,2022-12-16,15690,1,Uruguay,53,Rivera,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,7,3,1000.0,400.0,200.0,0.0,104.65,32.38,0.0,150.0,112.97,79.35,78.43
7,Fray Bentos,2,Terrestre Auto,2019-12-24,14602,2019-12-27,14605,1,Uruguay,11,Saqn Jose,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,11,Otros,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,3,2,300.0,0.0,100.0,0.0,37.39,50.0,0.0,70.0,42.61,49.53,99.07
3,Aeropuerto de Carrasco,1,Aereo,2017-02-25,13570,2017-03-04,13577,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",6.0,Terciaria completa,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,7,2,1224.0,434.0,280.0,30.0,140.0,174.0,0.0,0.0,196.0,116.24,232.48
3,Aeropuerto de Carrasco,1,Aereo,2017-07-06,13701,2017-07-16,13711,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,10,3,3189.0,1422.97,421.62,3050.0,105.41,0.0,90.0,1089.0,60.0,106.2,318.59
1,Colonia,5,Maritimo - Fluvial,2017-06-20,13685,2017-06-25,13690,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,5,1,110.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,110.0,220.19,220.19
